age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
20,0,3,15,9,2,8,3,0,0,0,0,4,0,0
5,0,5,6,4,2,2,5,0,0,0,0,6,0,0
6,0,4,1,6,2,3,5,0,0,0,0,10,0,0
0,0,9,1,6,2,3,1,0,0,0,0,2,20,0
8,0,1,11,8,1,6,3,0,0,0,0,12,0,0
1,0,5,0,5,2,5,5,4,0,0,0,12,0,0
13,0,2,15,9,3,4,3,4,0,0,0,12,0,0
17,0,3,8,10,0,4,0,0,0,0,0,14,0,1
6,4,5,11,8,2,10,5,4,0,0,0,11,0,0
2,0,2,9,12,2,8,3,0,0,0,0,12,0,0
2,8,4,11,8,3,14,1,0,0,0,0,12,0,0
3,0,6,14,14,2,5,3,0,0,0,0,6,0,0
1,8,0,15,9,2,14,4,2,0,0,0,12,0,0
21,0,0,0,5,4,8,3,0,0,0,0,6,0,0
11,0,2,1,6,1,2,5,4,0,0,0,12,0,0
11,1,3,11,8,0,8,0,0,0,0,0,10,13,0
1,8,3,15,9,2,14,1,0,0,0,0,9,0,0
10,0,2,1,6,2,3,3,4,0,0,0,10,0,0
7,0,1,11,8,0,2,0,1,0,0,0,12,10,0
17,0,2,0,5,1,2,5,0,0,0,0,12,0,0
6,0,4,8,10,2,7,5,4,0,0,0,12,0,0
11,0,1,9,12,3,5,5,0,0,0,0,13,0,1
5,0,2,11,8,5,7,5,4,0,0,0,12,0,0
1,0,0,2,7,2,2,1,0,0,0,0,6,0,0
5,4,2,9,12,1,5,5,0,0,0,0,12,0,0
13,0,4,9,12,5,4,3,0,0,0,0,13,0,0
13,0,4,11,8,0,1,0,0,0,0,0,14,0,1
9,0,3,9,12,1,4,3,0,0,3,0,12,0,1
12,5,1,15,9,5,8,5,2,0,0,0,12,0,0
15,0,2,8,10,1,0,3,0,0,0,0,13,0,0
4,0,5,9,12,1,0,3,0,0,0,0,12,0,0
0,0,2,11,8,2,8,1,0,0,0,0,9,0,0
8,0,7,1,6,2,2,1,4,0,0,0,12,0,0
13,0,4,11,8,1,8,3,0,0,0,0,12,0,0
13,0,7,11,8,1,3,1,0,0,0,0,10,0,0
3,0,2,9,12,2,3,3,0,0,0,0,15,0,0
15,4,3,5,3,1,4,5,0,0,0,0,12,0,0
8,0,1,11,8,2,7,5,4,0,0,0,12,0,0
7,5,2,9,12,1,5,3,3,0,0,0,12,0,0
15,5,1,11,8,1,8,1,0,0,0,0,10,0,0
4,0,5,3,1,2,7,3,0,0,0,0,12,20,0
3,8,4,15,9,2,14,3,0,0,0,0,11,0,0
10,4,3,9,12,2,5,3,0,0,0,0,12,0,1
7,4,1,8,10,2,12,3,0,0,0,0,12,0,0
4,0,2,9,12,0,3,0,0,0,0,0,15,0,0
3,0,2,9,12,2,5,1,3,0,0,0,2,41,0
3,4,6,9,12,1,5,5,0,0,0,0,12,0,0
6,0,4,0,5,1,12,3,0,0,0,0,10,0,0
6,0,8,11,8,1,10,5,0,0,0,0,12,0,0
12,0,4,5,3,1,1,3,0,0,0,0,9,0,0
3,0,1,9,12,0,0,0,0,0,1,0,3,0,0
13,0,4,2,7,3,7,4,0,0,0,0,12,12,0
1,0,7,11,8,2,3,3,4,0,0,0,10,0,0
9,0,2,11,8,2,3,1,0,0,0,0,12,0,0
1,0,3,15,9,2,2,4,0,0,1,0,7,0,0
10,0,1,11,8,1,3,3,1,0,0,0,12,0,0
4,0,4,9,12,0,5,0,0,0,0,0,14,0,1
3,0,0,8,10,3,2,3,0,0,0,0,10,0,0
15,0,2,5,3,4,3,4,0,0,0,10,0,0,0
9,0,3,8,10,2,5,5,0,0,0,0,7,0,0
3,0,2,11,8,2,12,5,0,0,0,0,7,0,0
12,0,4,11,8,3,8,5,0,0,0,0,12,0,0
2,0,2,9,12,2,5,1,0,0,0,0,9,0,0
4,0,0,15,9,1,2,3,0,0,0,0,9,0,0
8,0,1,15,9,5,8,5,2,0,0,0,12,0,0
4,0,5,11,8,2,2,1,4,0,0,0,12,0,0
12,4,6,12,13,0,8,4,0,0,0,15,15,0,1
7,0,3,11,8,1,8,5,0,0,0,0,14,0,0
9,0,2,9,12,0,0,0,0,0,0,0,7,0,1
5,0,3,11,8,1,8,5,0,0,0,0,10,0,0
0,0,4,2,7,2,2,1,0,0,0,0,2,0,0
13,8,2,14,14,5,14,5,1,0,0,0,12,19,0
14,0,4,12,13,2,5,3,0,0,0,0,12,0,0
0,8,3,1,6,2,14,1,0,0,0,0,2,0,0
11,0,2,12,13,2,5,3,0,0,0,0,12,0,0
2,0,3,15,9,0,0,0,3,0,0,0,4,0,0
18,8,4,15,9,1,14,4,0,0,0,0,10,0,0
20,0,3,11,8,1,2,3,0,0,0,0,8,0,0
2,5,0,15,9,0,8,0,0,0,0,0,6,0,0
6,0,4,15,9,2,4,1,0,0,0,0,12,0,0
16,0,2,6,4,2,7,5,4,0,0,0,12,0,0
1,0,3,15,9,2,6,1,0,0,0,0,12,0,0
5,3,0,15,9,2,8,1,4,0,0,0,12,0,0
2,4,6,9,12,2,5,1,0,0,0,0,10,0,0
19,0,3,11,8,1,11,5,4,0,0,0,31,0,0
14,0,3,9,12,2,8,3,0,0,4,0,12,0,1
5,0,13,11,8,2,3,1,0,0,0,10,9,0,0
5,5,4,11,8,0,2,0,0,0,0,0,22,0,0
6,0,7,2,7,2,8,5,0,0,0,0,12,0,0
11,0,3,7,11,0,5,0,4,0,4,0,12,0,1
13,0,3,0,5,1,2,5,0,0,0,0,7,0,0
21,1,4,5,3,2,8,3,0,0,0,0,31,0,0
11,3,0,11,8,1,8,3,0,0,0,0,12,0,0
12,4,3,12,13,2,5,3,0,0,0,0,15,0,1
11,0,8,15,9,1,8,3,4,0,0,0,11,0,0
4,0,3,15,9,2,5,3,0,0,0,0,15,41,0
8,5,3,10,15,1,5,3,0,0,0,0,12,0,1
8,0,1,12,13,2,4,3,4,0,0,0,11,0,0
7,0,2,11,8,1,7,5,0,0,0,0,12,0,0
4,0,2,8,10,2,0,1,0,0,0,0,11,0,0
6,0,7,7,11,2,1,1,4,0,0,0,12,0,0
16,8,3,11,8,0,14,0,0,0,0,0,12,0,1
2,0,4,8,10,2,1,5,4,0,0,0,12,0,0
10,0,3,11,8,1,2,4,4,0,0,0,10,0,0
8,0,3,15,9,1,1,1,0,0,0,0,15,0,1
1,8,8,15,9,2,14,1,0,0,0,0,10,0,0
2,0,3,15,9,2,2,1,0,0,0,0,9,0,0
7,3,2,12,13,1,5,3,0,0,0,0,12,0,0
10,1,3,9,12,1,4,3,0,0,1,0,12,0,0
3,0,4,11,8,0,0,4,0,0,0,0,15,0,1
4,0,6,11,8,3,3,5,4,0,0,0,12,0,0
3,0,3,15,9,2,8,1,0,0,0,0,12,0,0
1,0,3,15,9,2,8,1,0,0,0,0,4,0,0
12,1,3,14,14,0,5,0,0,0,0,0,10,0,1
12,1,5,1,6,4,1,5,0,0,0,0,12,41,0
3,0,1,15,9,2,5,1,0,0,0,0,12,0,0
1,0,4,11,8,2,3,3,0,0,0,0,10,0,0
1,0,0,11,8,2,3,1,0,0,1,0,12,0,0
2,0,0,11,8,2,2,3,0,0,0,10,10,0,0
16,4,6,12,13,4,5,5,0,0,1,0,19,0,1
8,0,1,15,9,0,3,0,1,0,0,0,12,15,0
0,0,5,11,8,2,3,1,0,0,0,0,12,0,0
1,8,4,15,9,2,14,1,0,0,0,0,10,0,0
6,0,4,11,8,1,7,5,0,0,0,0,6,0,0
8,4,2,9,12,0,5,0,0,0,0,0,6,0,1
9,0,4,15,9,0,8,0,0,0,0,0,10,0,1
6,0,5,2,7,2,3,4,0,0,0,0,12,20,0
11,0,3,7,11,4,5,5,0,0,0,0,8,0,0
5,5,3,9,12,2,4,1,0,0,0,0,12,0,0
6,4,1,8,10,2,12,3,1,0,0,0,15,0,0
9,0,1,11,8,0,8,0,0,0,0,0,12,0,1
6,4,3,11,8,1,8,5,0,0,0,0,10,0,0
6,0,3,11,8,1,2,3,0,0,0,0,12,0,0
10,4,2,15,9,0,4,0,0,0,0,0,11,0,1
11,0,5,11,8,1,8,5,4,0,0,0,12,0,0
18,0,5,15,9,4,8,3,0,0,0,0,12,12,0
3,0,2,9,12,2,5,3,0,0,0,12,12,0,0
1,0,8,11,8,2,3,1,0,0,0,0,6,0,0
8,3,6,8,10,2,8,3,0,0,0,0,12,0,0
4,0,7,15,9,0,3,0,0,0,0,0,12,0,0
1,5,0,11,8,2,8,3,0,0,0,0,6,0,0
7,0,8,5,3,1,3,3,3,0,0,0,10,0,0
12,0,4,8,10,1,2,3,0,0,0,0,12,41,0
2,0,4,11,8,2,8,1,0,0,0,0,12,0,0
2,0,8,4,2,0,7,4,0,0,0,0,12,20,0
8,0,0,9,12,1,3,5,0,0,0,0,12,0,1
10,0,2,9,12,1,2,3,0,0,0,0,12,0,0
3,5,6,9,12,2,4,3,0,0,0,0,12,0,0
8,0,0,11,8,0,5,0,0,0,0,0,12,0,0
8,0,6,11,8,1,0,5,0,0,0,0,15,0,0
12,0,1,11,8,3,8,5,0,0,0,0,12,0,0
4,0,3,9,12,2,0,3,0,0,0,0,10,0,0
5,0,5,15,9,0,7,0,0,0,0,0,12,0,0
11,0,3,15,9,1,12,5,0,0,0,0,7,0,0
1,5,0,15,9,2,2,1,0,0,0,0,6,0,0
4,0,2,7,11,0,3,0,3,0,2,0,14,0,1
8,0,1,11,8,1,5,3,0,0,1,0,12,0,0
1,0,1,15,9,2,2,3,0,0,0,0,6,0,0
0,0,6,11,8,2,2,1,0,0,0,0,6,0,0
8,8,1,12,13,0,14,0,4,0,4,0,0,0,1
20,0,3,11,8,4,11,4,4,0,0,0,2,0,0
0,0,2,1,6,2,3,1,4,0,0,0,2,0,0
7,1,2,8,10,2,2,1,0,0,0,0,12,0,0
2,0,0,15,9,2,11,1,0,0,0,0,2,0,0
7,0,5,11,8,1,4,5,0,0,0,0,15,0,0
1,8,2,0,5,3,14,5,0,0,0,0,12,0,0
5,0,4,11,8,3,0,3,0,0,0,0,12,0,0
10,1,2,15,9,1,8,5,0,0,0,0,11,0,0
1,8,2,11,8,2,14,3,0,0,0,0,12,0,0
3,0,4,4,2,1,2,5,3,0,0,0,6,14,0
1,0,1,15,9,2,7,1,0,0,0,0,10,0,0
1,5,2,15,9,2,5,1,0,0,0,0,10,0,0
14,5,3,12,13,5,5,3,1,0,0,0,12,11,0
15,8,3,15,9,2,14,3,0,0,0,0,12,0,0
2,0,1,11,8,2,2,3,0,0,0,0,4,0,0
4,0,2,9,12,0,4,0,0,0,4,0,15,12,1
8,0,5,15,9,1,3,1,0,0,0,0,7,0,0
5,0,3,9,12,0,2,0,0,0,0,0,12,0,1
9,0,7,11,8,3,8,5,0,0,0,0,11,0,0
3,3,0,9,12,2,5,3,0,0,0,0,9,0,0
18,0,5,1,6,1,7,3,0,0,0,0,12,0,0
7,0,3,11,8,2,8,5,0,0,0,0,12,0,0
3,0,2,15,9,1,8,1,0,0,0,0,12,0,0
14,8,3,11,8,1,14,3,0,0,0,0,12,2,0
1,0,2,15,9,2,2,3,0,0,0,0,9,0,0
13,0,5,11,8,1,3,3,0,0,0,0,19,2,0
16,0,1,2,7,4,7,5,0,0,0,0,12,16,0
6,0,4,11,8,2,2,5,4,0,0,0,12,0,0
5,8,2,6,4,2,14,3,0,0,0,0,9,0,0
15,0,3,9,12,2,5,3,0,0,0,0,19,0,0
12,0,2,11,8,1,7,4,0,0,0,0,15,0,0
1,0,9,15,9,2,8,3,0,0,0,0,6,0,0
19,4,13,11,8,4,8,3,4,0,0,0,6,0,0
3,8,2,9,12,2,14,5,0,0,0,0,2,0,0
16,8,3,10,15,4,14,3,0,0,0,0,1,0,0
15,3,1,9,12,2,8,3,0,0,0,0,19,0,0
6,0,3,11,8,1,7,3,0,0,0,0,15,0,0
2,0,2,15,9,2,4,1,0,0,0,0,12,23,0
6,0,2,8,10,2,2,5,4,0,0,0,12,0,0
6,0,1,15,9,3,4,5,0,0,0,0,12,0,0
3,0,1,9,12,2,5,3,0,0,0,0,12,0,0
5,4,3,7,11,0,8,0,0,0,0,0,10,0,0
3,0,4,11,8,2,8,3,0,0,0,12,11,0,0
5,0,6,11,8,0,7,0,0,0,0,0,12,0,0
4,0,3,9,12,2,5,3,0,0,0,0,12,0,0
8,0,0,8,10,3,8,1,0,0,0,0,12,0,0
1,0,7,11,8,2,2,5,4,0,0,0,7,0,0
11,0,4,15,9,2,4,3,0,0,0,0,12,0,0
0,0,5,2,7,2,2,1,0,0,0,0,4,0,0
0,0,4,1,6,2,3,1,0,0,0,0,6,0,0
18,5,1,15,9,1,4,3,0,0,0,0,17,0,0
8,8,3,15,9,1,14,3,0,0,0,0,10,0,0
4,8,4,1,6,2,14,5,4,0,0,0,9,0,0
1,0,2,11,8,2,8,1,0,0,0,0,12,0,0
15,5,3,0,5,4,2,3,0,0,0,0,11,0,0
3,0,3,11,8,2,8,3,0,0,0,0,15,0,0
9,0,3,15,9,0,8,0,4,0,0,0,12,0,0
7,8,2,8,10,0,14,0,0,0,0,0,12,0,1
10,4,2,9,12,1,5,5,0,0,0,0,15,0,0
13,0,4,8,10,1,0,3,0,0,0,0,12,0,0
6,0,10,2,7,0,8,0,0,0,0,0,12,0,0
7,0,3,15,9,1,0,3,2,0,0,0,12,0,0
11,0,4,7,11,2,8,3,0,0,0,0,14,12,0
8,0,4,15,9,1,8,3,0,0,0,0,12,0,0
10,5,7,10,15,0,5,0,0,0,2,0,12,0,1
16,3,0,11,8,4,8,5,0,0,0,0,12,0,0
12,1,1,11,8,0,2,0,0,0,4,0,6,0,1
12,0,0,11,8,1,8,3,0,0,0,0,10,0,0
5,4,2,9,12,2,3,1,0,0,0,0,12,0,0
18,8,4,11,8,4,14,3,0,0,0,0,9,0,0
5,0,2,9,12,2,5,3,0,0,0,0,12,0,0
6,0,3,11,8,1,2,5,0,0,0,0,12,0,0
1,0,0,15,9,2,8,3,0,0,0,0,11,0,0
11,0,5,7,11,4,8,5,0,0,0,0,12,0,0
2,0,1,15,9,2,3,1,0,0,0,0,12,0,0
6,4,2,13,0,2,8,1,4,0,0,0,7,0,0
10,5,4,11,8,1,0,5,0,0,0,0,12,0,0
13,0,0,15,9,1,7,3,0,0,0,0,12,0,0
5,0,0,11,8,2,3,3,0,0,0,10,9,0,0
5,0,4,15,9,1,8,5,0,0,0,0,12,0,0
15,0,1,0,5,0,3,0,1,0,0,0,9,8,1
7,8,4,6,4,1,14,5,0,0,0,0,12,20,0
2,0,3,15,9,2,8,1,0,0,0,0,6,0,0
4,0,1,15,9,3,8,3,0,0,0,0,12,0,0
3,0,3,11,8,2,8,3,0,0,0,0,15,0,0
9,0,2,12,13,1,4,5,0,0,0,0,12,0,0
4,0,3,9,12,0,5,0,0,0,1,0,6,0,0
6,0,4,9,12,1,3,5,0,0,0,0,9,0,0
10,0,0,7,11,1,4,3,0,0,0,12,12,0,0
15,0,3,5,3,1,7,3,0,0,0,0,6,35,0
14,1,1,9,12,4,3,5,0,0,0,0,4,0,0
4,0,4,7,11,1,5,3,0,0,0,0,11,0,0
7,1,1,11,8,2,2,5,0,0,0,0,19,0,0
1,0,3,7,11,2,2,1,0,0,0,0,5,0,0
10,0,4,15,9,1,3,3,0,0,0,0,17,0,0
5,0,3,9,12,2,4,3,0,0,0,0,10,0,0
5,0,2,11,8,1,8,5,0,0,0,0,12,0,0
2,0,3,7,11,2,10,5,0,0,0,0,12,0,0
2,0,4,15,9,2,8,3,0,0,0,0,2,0,0
9,0,4,11,8,3,8,5,4,0,0,0,12,18,0
6,0,5,11,8,1,7,5,4,0,0,0,12,0,0
3,0,1,11,8,2,3,1,0,0,0,11,10,0,0
11,0,2,7,11,0,8,0,0,0,0,0,17,0,0
0,0,4,11,8,2,3,1,0,0,0,0,9,0,0
4,0,3,9,12,0,5,0,0,0,0,0,12,0,0
1,0,3,15,9,2,2,1,0,0,0,0,11,0,0
1,0,4,9,12,2,8,1,4,0,0,0,11,0,0
11,0,3,2,7,1,8,5,0,0,0,0,12,0,0
6,0,3,9,12,2,5,1,0,0,0,0,12,0,0
6,0,3,9,12,2,5,1,0,0,0,0,12,0,0
3,0,2,9,12,2,8,1,4,0,0,0,12,0,0
12,0,2,11,8,1,3,3,0,0,0,0,10,0,0
12,0,2,11,8,0,3,0,4,0,0,9,11,0,1
13,0,1,11,8,1,8,5,0,0,1,0,7,0,1
1,8,2,15,9,2,14,1,0,0,0,0,9,0,0
11,0,4,8,10,0,5,0,0,0,0,0,12,0,1
1,4,7,15,9,2,8,1,0,0,0,0,2,0,0
3,0,4,0,5,0,7,0,0,0,0,0,12,0,0
23,4,2,10,15,4,5,5,0,0,0,0,12,0,0
9,0,3,12,13,0,2,0,0,0,0,0,15,0,1
3,0,2,11,8,2,8,1,0,0,0,0,10,0,0
19,4,2,12,13,2,4,4,0,0,5,0,22,0,1
9,0,3,11,8,2,3,1,0,0,0,0,12,0,0
11,0,7,9,12,0,5,0,0,0,0,0,14,0,0
7,0,1,15,9,0,8,0,0,0,2,0,14,0,1
1,0,3,11,8,2,2,3,0,0,0,0,12,0,0
16,0,3,11,8,1,2,5,4,0,0,0,11,0,0
17,0,1,9,12,0,4,0,0,0,1,0,10,2,0
3,0,2,1,6,2,3,1,4,0,0,0,6,0,0
19,8,2,11,8,1,14,3,0,0,0,0,10,0,0
12,0,2,4,2,5,7,5,1,0,0,0,6,19,0
19,5,0,0,5,4,2,3,0,0,0,0,3,0,0
6,0,3,15,9,2,8,5,1,0,0,0,12,11,0
9,1,3,12,13,0,3,0,0,0,0,12,10,0,1
6,8,4,8,10,2,14,1,0,0,0,0,12,0,0
16,0,10,11,8,1,8,3,0,0,0,0,11,0,0
4,0,4,15,9,2,8,1,4,0,0,0,12,0,0
9,0,4,15,9,1,8,5,0,0,0,0,3,0,0
16,4,1,9,12,0,5,0,0,0,0,0,14,0,1
1,0,1,2,7,2,8,3,0,0,0,0,12,0,0
9,4,2,9,12,1,5,5,0,0,1,0,12,0,0
3,3,5,15,9,1,8,5,4,0,0,0,7,0,0
12,0,2,9,12,0,5,0,0,0,0,12,12,0,1
4,0,3,11,8,3,7,5,0,0,0,0,12,0,0
15,0,2,11,8,1,8,3,0,0,0,0,12,0,0
7,4,2,9,12,0,5,0,0,0,2,0,12,0,1
10,0,3,9,12,4,5,5,0,0,0,0,10,0,0
7,0,1,11,8,1,10,3,0,0,0,0,12,0,0
13,1,4,9,12,0,4,0,0,0,0,0,12,0,1
4,4,2,9,12,2,12,3,0,0,0,0,10,0,0
11,0,3,11,8,3,2,5,4,0,0,0,7,0,0
27,0,2,15,9,1,3,5,4,0,0,0,11,0,0
10,4,3,11,8,1,8,5,0,0,0,0,10,0,0
7,0,3,15,9,1,3,5,0,0,0,0,12,0,0
7,0,4,11,8,0,0,0,0,0,0,0,10,0,1
6,0,3,9,12,2,4,1,0,0,0,0,14,0,0
2,0,5,9,12,2,3,3,0,0,0,0,14,0,0
5,3,4,11,8,2,8,3,0,0,0,0,12,0,0
13,0,2,11,8,1,8,3,0,0,0,0,11,0,0
11,0,3,11,8,1,11,5,0,0,0,0,8,26,0
2,0,4,15,9,2,10,3,0,0,0,0,7,0,0
4,8,0,7,11,2,14,3,0,0,0,0,14,0,0
16,0,3,0,5,3,11,3,4,0,0,0,9,0,0
13,5,2,12,13,5,4,5,0,0,1,0,13,0,1
6,0,3,9,12,2,4,3,0,0,0,0,12,0,0
13,0,0,12,13,1,5,1,0,0,0,0,12,0,0
2,0,6,9,12,2,8,1,0,0,0,0,7,0,0
5,0,2,15,9,6,3,0,0,0,0,0,6,0,0
9,0,4,1,6,4,8,5,0,0,0,0,12,0,0
11,3,4,11,8,0,5,0,4,0,0,0,12,0,0
10,0,4,11,8,3,2,3,4,0,0,0,12,0,0
1,5,3,15,9,2,8,1,0,0,0,0,9,0,0
12,0,2,15,9,1,8,3,0,0,0,0,11,0,0
2,0,2,11,8,3,6,4,0,0,0,0,12,0,0
10,4,8,15,9,4,8,5,0,0,0,0,4,0,0
9,0,3,9,12,5,0,1,1,0,0,0,12,0,0
13,4,2,11,8,3,8,3,0,0,0,0,10,41,0
14,2,5,12,13,4,3,3,0,0,0,0,12,0,0
4,0,3,7,11,0,4,0,0,0,0,0,12,0,0
11,1,3,11,8,3,3,5,0,0,0,0,10,0,0
5,4,1,9,12,2,5,3,0,0,0,0,12,0,0
0,0,2,11,8,2,3,3,0,0,0,0,10,0,0
1,0,6,15,9,2,6,3,0,0,0,0,12,0,0
5,0,1,12,13,2,5,3,0,0,0,0,14,0,0
5,0,6,15,9,1,8,5,4,0,0,0,12,0,0
4,4,3,9,12,2,5,1,4,0,0,0,13,0,0
2,0,0,7,11,2,2,5,0,0,0,0,10,0,0
9,0,1,11,8,1,6,3,0,0,0,0,12,0,0
7,0,6,11,8,0,10,0,4,0,0,0,12,0,0
12,0,2,11,8,1,2,3,0,0,0,0,12,0,0
4,2,4,11,8,2,4,3,0,0,0,0,22,0,0
1,0,6,15,9,2,2,3,0,0,0,0,7,0,0
6,0,1,15,9,2,2,1,0,0,0,0,4,0,0
9,0,3,11,8,0,8,0,0,0,0,0,12,0,0
3,0,3,11,8,2,7,5,4,0,0,0,12,0,0
2,0,5,9,12,2,8,3,0,0,0,0,7,0,0
9,4,1,11,8,1,5,5,1,0,0,0,12,0,0
2,8,3,15,9,2,14,3,1,0,0,0,7,0,0
6,5,0,12,13,2,5,3,1,0,0,0,12,8,0
1,8,1,15,9,2,14,1,0,0,0,0,9,0,0
1,0,2,7,11,2,2,1,0,0,0,0,12,0,0
22,0,3,0,5,4,0,3,0,0,0,0,10,0,0
2,0,4,9,12,2,8,1,0,0,0,0,12,0,0
3,0,2,8,10,2,2,5,0,0,0,0,10,0,0
11,4,4,9,12,1,5,3,0,0,0,9,12,0,0
0,0,2,1,6,2,8,1,0,0,0,0,4,0,0
14,0,3,7,11,4,8,5,0,0,0,0,9,0,0
7,0,6,11,8,0,8,0,0,0,0,0,12,0,1
7,8,1,6,4,1,14,5,0,0,0,0,12,0,0
2,0,6,8,10,2,8,3,0,0,0,0,12,0,0
6,0,3,11,8,0,1,0,0,0,0,0,12,0,0
12,4,1,9,12,3,5,5,0,0,2,0,14,0,0
3,0,4,7,11,2,8,1,0,0,0,0,12,0,0
4,3,3,15,9,2,2,3,0,0,0,0,12,0,1
12,4,3,15,9,1,8,3,4,0,0,0,12,0,0
15,2,2,11,8,4,4,3,0,0,0,0,15,0,0
2,0,2,8,10,2,0,3,0,0,0,0,12,0,0
15,0,1,15,9,1,8,5,0,0,0,0,12,0,0
0,8,4,1,6,2,14,1,0,0,0,0,7,0,0
8,3,4,11,8,2,8,5,0,0,0,0,12,0,0
8,0,6,9,12,0,6,0,1,0,0,0,11,15,0
12,0,5,8,10,1,0,3,0,0,0,0,12,0,0
5,0,2,9,12,0,8,0,0,0,0,0,12,0,0
1,3,2,11,8,2,8,1,0,0,0,0,12,0,0
2,0,4,9,12,2,4,3,0,0,0,0,12,0,0
12,5,0,9,12,1,8,5,0,0,0,0,12,0,0
0,0,3,15,9,2,2,1,0,0,0,0,6,20,0
3,0,3,11,8,2,6,1,0,0,0,0,12,0,0
1,4,8,15,9,2,5,1,0,0,0,0,7,0,0
6,0,0,7,11,2,8,3,0,0,0,0,12,0,0
7,4,3,9,12,2,5,3,0,0,0,0,6,0,0
7,4,7,9,12,2,5,3,0,0,0,0,10,0,0
7,0,4,15,9,0,0,0,0,0,0,0,10,0,0
14,4,5,9,12,0,5,0,0,0,0,0,12,0,1
8,0,4,15,9,5,2,5,0,0,0,0,11,38,0
1,8,0,15,9,2,14,1,0,0,0,0,7,0,0
6,0,2,7,11,1,5,5,4,0,0,0,10,0,0
9,0,5,15,9,3,5,1,0,0,0,24,12,0,0
8,0,8,15,9,1,12,5,4,0,0,0,9,0,0
9,4,3,9,12,0,5,0,0,0,0,0,14,0,1
9,0,3,11,8,0,2,0,0,0,0,0,7,0,0
1,4,5,15,9,2,5,1,0,0,0,0,6,0,0
3,0,3,9,12,2,5,3,0,0,0,0,15,0,0
17,0,4,2,7,4,8,5,0,0,0,0,11,20,0
5,0,2,12,13,0,4,0,0,0,0,0,12,0,1
10,0,1,1,6,5,7,5,1,0,0,0,12,10,0
9,0,3,9,12,3,3,5,0,0,0,0,9,0,0
15,0,4,11,8,1,4,5,0,0,0,0,12,0,0
6,0,0,8,10,1,8,5,0,0,0,0,12,0,0
13,0,5,9,12,2,5,3,0,0,0,0,14,20,0
6,0,3,11,8,3,2,1,0,0,0,0,11,0,0
4,8,3,15,9,2,14,1,4,0,0,0,12,0,0
2,0,5,11,8,2,4,4,0,0,0,0,13,5,0
4,0,4,11,8,2,8,4,0,0,0,0,12,0,0
15,0,3,11,8,1,6,4,0,0,0,0,12,0,0
6,1,3,15,9,3,9,5,0,0,0,0,20,0,0
13,0,3,6,4,3,2,3,4,0,0,0,9,0,0
0,0,1,1,6,2,2,1,2,0,0,0,6,0,0
4,4,4,1,6,1,2,5,4,0,0,0,6,0,0
8,0,5,11,8,1,7,3,4,0,0,0,22,0,0
1,0,5,15,9,2,1,1,0,0,0,0,12,0,0
7,0,8,8,10,1,8,5,0,0,0,0,12,0,0
6,0,2,15,9,2,4,5,4,0,0,0,10,0,0
9,4,0,15,9,0,4,0,0,0,0,0,11,0,0
8,0,2,15,9,1,4,3,0,0,0,0,12,0,0
2,5,3,15,9,2,2,1,0,0,0,0,4,0,0
10,4,1,15,9,1,8,5,0,0,0,0,12,0,0
1,0,4,1,6,2,5,3,0,0,0,0,7,0,0
4,8,0,9,12,0,14,0,1,0,0,0,2,11,0
2,5,3,15,9,2,5,1,0,0,0,0,6,0,0
4,0,3,11,8,0,2,0,0,0,0,0,12,12,0
0,0,7,1,6,2,3,1,0,0,0,0,6,0,0
16,0,2,11,8,1,5,3,0,0,0,0,22,4,0
21,1,3,15,9,4,9,3,0,0,0,0,23,0,0
2,0,2,9,12,2,8,1,0,0,0,0,12,0,0
6,0,1,15,9,2,5,3,0,0,0,0,12,0,0
6,0,3,15,9,2,4,1,1,0,0,0,12,0,0
8,0,1,15,9,1,3,5,1,0,0,0,11,0,0
10,1,3,9,12,2,3,3,0,0,0,0,19,0,0
10,0,3,11,8,2,3,1,0,0,0,0,5,0,0
2,0,2,9,12,2,5,3,0,0,0,0,12,0,0
21,0,3,11,8,4,3,3,0,0,0,0,1,0,0
16,0,0,12,13,1,4,3,0,0,0,0,14,0,1
1,4,5,8,10,2,8,1,0,0,0,0,10,0,0
1,0,1,15,9,2,2,1,0,0,0,0,6,0,0
15,0,3,11,8,1,3,5,0,0,0,0,8,0,0
9,4,0,7,11,0,5,0,2,0,0,0,12,0,0
10,0,4,0,5,5,8,5,4,0,0,0,9,0,0
1,5,3,15,9,2,8,1,0,0,0,0,4,0,0
10,0,1,11,8,1,8,5,0,0,0,0,12,0,0
6,0,1,15,9,0,8,0,0,0,0,0,12,0,1
16,4,3,11,8,4,8,3,0,0,0,0,12,0,0
6,3,3,7,11,2,8,5,4,0,0,0,12,0,0
4,0,5,4,2,2,11,3,0,0,0,0,20,2,0
2,0,2,11,8,2,7,5,4,0,0,0,12,0,0
21,0,0,11,8,4,2,3,0,0,0,0,11,0,0
1,8,5,11,8,2,14,1,4,0,0,0,12,0,0
14,0,1,9,12,1,5,5,0,0,0,0,12,0,0
11,0,1,12,13,0,5,0,0,0,2,0,12,0,1
7,0,4,3,1,4,2,4,0,0,0,0,6,20,0
10,0,7,15,9,1,8,5,0,0,0,0,12,0,0
6,0,7,11,8,0,4,0,0,0,0,0,12,0,0
15,0,4,11,8,3,2,5,0,0,0,0,12,24,0
11,0,3,15,9,3,8,5,0,0,0,0,15,0,1
